,start_type,end_type
7909,DET,.
7910,NOUN,NOUN
7911,PRON,.
7912,NOUN,.
7913,NOUN,.
7914,NOUN,.
7915,DET,.
7916,VERB,.
7917,ADJ,.
7918,PRON,.
7919,.,.
7920,DET,.
7921,NOUN,.
7922,NOUN,.
7923,ADP,.
7924,PRON,.
7925,ADP,.
7926,NOUN,.
7927,NUM,.
7928,ADJ,.
7929,ADP,.
7930,.,.
7931,ADP,.
7932,PRT,.
7933,DET,.
7934,ADP,.
7935,ADP,.
7936,NOUN,.
7937,ADP,.
7938,DET,.
7939,ADP,.
7940,DET,.
7941,PRON,.
7942,DET,.
7943,ADJ,.
7944,PRON,.
7945,PRON,.
7946,ADV,.
7947,PRON,.
7948,.,.
7949,ADV,.
7950,ADV,.
7951,.,.
7952,PRON,.
7953,PRON,.
7954,PRON,.
7955,NOUN,NOUN
7956,PRT,.
7957,ADV,.
7958,ADJ,.
7959,NUM,.
7960,DET,.
7961,CONJ,.
7962,DET,.
7963,DET,.
7964,DET,.
7965,NOUN,.
7966,ADP,.
7967,ADV,.
7968,ADP,.
7969,.,.
7970,.,.
7971,ADP,.
7972,DET,.
7973,DET,.
7974,PRT,.
7975,PRON,.
7976,DET,.
7977,DET,.
7978,DET,.
7979,PRON,.
7980,PRON,.
7981,ADP,.
7982,CONJ,.
7983,PRON,.
7984,PRON,.
7985,CONJ,.
7986,PRON,.
7987,DET,.
7988,PRT,.
7989,NOUN,.
7990,PRON,.
7991,NOUN,.
7992,ADP,.
7993,PRON,.
7994,ADV,.
7995,DET,.
7996,.,.
7997,PRON,.
7998,DET,.
7999,DET,ADV
8000,NOUN,.
8001,DET,.
8002,ADV,.
8003,NOUN,.
8004,VERB,.
8005,DET,.
8006,PRON,.
8007,.,.
8008,PRON,.
8009,ADV,.
8010,DET,.
8011,PRON,.
8012,ADV,.
8013,PRT,.
8014,PRON,.
8015,ADJ,.
8016,NOUN,.
8017,ADV,.
8018,PRON,.
8019,DET,.
8020,PRON,.
8021,ADJ,.
8022,NOUN,.
8023,DET,.
8024,PRON,.
8025,.,.
8026,ADJ,.
8027,ADV,.
8028,NOUN,.
8029,NOUN,.
8030,DET,.
8031,ADP,.
8032,NOUN,NOUN
8033,ADP,.
8034,ADV,.
8035,ADV,.
8036,VERB,.
8037,DET,.
8038,PRON,.
8039,NOUN,.
8040,PRT,.
8041,CONJ,.
8042,DET,.
8043,DET,.
8044,NOUN,.
8045,NOUN,.
8046,PRON,.
8047,ADV,.
8048,DET,.
8049,.,.
8050,.,.
8051,DET,.
8052,CONJ,.
8053,DET,.
8054,PRON,.
8055,DET,.
8056,DET,.
8057,PRON,.
8058,NOUN,.
8059,NOUN,.
8060,PRT,.
8061,ADJ,.
8062,PRON,.
8063,ADV,.
8064,ADJ,.
8065,VERB,.
8066,DET,.
8067,DET,.
8068,PRON,.
8069,CONJ,.
8070,DET,.
8071,ADV,.
8072,DET,.
8073,PRON,.
8074,DET,.
8075,DET,.
8076,CONJ,.
8077,DET,.
8078,ADP,.
8079,PRON,.
8080,PRON,.
8081,NOUN,.
8082,DET,.
8083,PRON,.
8084,DET,.
8085,PRT,.
8086,ADP,.
8087,DET,.
8088,ADP,.
8089,DET,.
8090,ADP,.
8091,PRON,.
8092,DET,.
8093,PRT,.
8094,DET,.
8095,NOUN,.
8096,.,.
8097,NOUN,.
8098,DET,.
8099,ADP,.
8100,DET,.
8101,.,.
8102,CONJ,.
8103,ADP,.
8104,VERB,.
8105,ADP,.
8106,DET,.
8107,DET,.
8108,PRON,.
8109,ADP,.
8110,ADP,.
8111,CONJ,.
8112,PRT,.
8113,DET,.
8114,CONJ,.
8115,PRON,.
8116,.,.
8117,DET,.
8118,PRON,.
8119,DET,.
8120,PRON,.
8121,PRON,.
8122,VERB,.
8123,PRON,.
8124,PRON,.
8125,ADP,.
8126,DET,.
8127,DET,.
8128,PRON,.
8129,PRON,.
8130,NOUN,.
8131,NOUN,.
8132,ADV,.
8133,DET,.
8134,NOUN,NOUN
8135,DET,.
8136,ADV,.
8137,ADV,.
8138,NOUN,.
8139,ADV,.
8140,PRON,.
8141,PRON,.
8142,ADP,.
8143,ADV,.
8144,.,.
8145,.,.
8146,PRON,.
8147,DET,.
8148,DET,.
8149,ADP,.
8150,PRON,.
8151,PRON,.
8152,.,.
8153,ADP,.
8154,PRON,.
8155,DET,.
8156,PRON,.
8157,ADP,.
8158,DET,.
8159,NOUN,.
8160,.,.
8161,DET,.
8162,PRON,.
8163,ADP,.
8164,DET,.
8165,NOUN,.
8166,ADV,.
8167,DET,.
8168,ADP,.
8169,VERB,.
8170,PRON,.
8171,DET,.
8172,DET,.
8173,NUM,.
8174,DET,.
8175,ADP,.
8176,PRON,.
8177,PRON,.
8178,NOUN,.
8179,PRON,.
8180,ADP,.
8181,DET,.
8182,CONJ,.
8183,PRON,.
8184,ADJ,.
8185,.,.
8186,ADV,.
8187,DET,.
8188,DET,.
8189,PRON,.
8190,.,.
8191,ADP,.
8192,NOUN,.
8193,PRON,.
8194,DET,.
8195,PRON,.
8196,ADP,.
8197,ADP,.
8198,.,.
8199,ADP,.
8200,ADJ,.
8201,ADP,.
8202,NOUN,.
8203,CONJ,.
8204,PRON,.
8205,NOUN,.
8206,DET,.
8207,PRT,.
8208,ADV,.
8209,NOUN,.
8210,NOUN,.
8211,PRON,.
8212,DET,.
8213,ADV,.
8214,DET,.
8215,NOUN,.
8216,DET,.
8217,.,.
8218,DET,.
8219,NOUN,.
8220,ADV,.
8221,ADP,.
8222,DET,.
8223,.,.
8224,PRON,.
8225,DET,.
8226,CONJ,.
8227,.,.
8228,DET,.
8229,NOUN,.
8230,PRON,.
8231,CONJ,.
8232,NOUN,.
8233,PRON,.
8234,PRON,.
8235,ADP,.
8236,.,.
8237,.,.
8238,DET,.
8239,NOUN,.
8240,ADP,.
8241,.,.
8242,DET,.
8243,DET,.
8244,NOUN,.
8245,DET,.
8246,CONJ,.
8247,ADP,.
8248,NOUN,NOUN
8249,NOUN,.
8250,CONJ,.
8251,PRON,.
8252,PRON,.
8253,VERB,.
8254,NOUN,.
8255,NOUN,.
8256,NOUN,.
8257,.,.
8258,ADV,.
8259,ADV,.
8260,.,.
8261,VERB,.
8262,CONJ,.
8263,DET,.
8264,DET,.
8265,NOUN,.
8266,DET,.
8267,DET,.
8268,NOUN,.
8269,PRT,.
8270,PRON,.
8271,NOUN,.
8272,NOUN,.
8273,ADJ,NOUN
8274,PRON,.
8275,.,.
8276,.,.
8277,DET,.
8278,.,.
8279,PRON,.
8280,ADV,.
8281,.,.
8282,PRON,.
8283,DET,.
8284,ADV,.
8285,PRON,.
8286,NOUN,.
8287,ADV,.
8288,DET,.
8289,CONJ,.
8290,PRT,.
8291,ADP,.
8292,DET,.
8293,ADV,.
8294,PRON,.
8295,ADP,.
8296,ADV,.
8297,NOUN,.
8298,DET,.
8299,NOUN,.
8300,PRON,.
8301,.,.
8302,NOUN,.
8303,PRON,.
8304,DET,.
8305,DET,.
8306,PRON,.
8307,DET,.
8308,DET,.
8309,NOUN,.
8310,DET,.
8311,.,.
8312,ADP,.
8313,PRON,.
8314,ADV,.
8315,DET,.
8316,PRON,.
8317,NOUN,.
8318,NOUN,.
8319,VERB,.
8320,ADP,.
8321,ADJ,.
8322,.,.
8323,.,.
8324,PRON,.
8325,PRT,.
8326,PRON,.
8327,ADV,.
8328,CONJ,.
8329,ADP,.
8330,.,.
8331,NOUN,.
8332,PRON,.
8333,.,.
8334,PRON,.
8335,PRT,.
8336,PRT,.
8337,ADJ,.
8338,NOUN,.
8339,PRT,.
8340,CONJ,.
8341,CONJ,.
8342,PRON,.
8343,PRON,.
8344,.,.
8345,.,.
8346,VERB,.
8347,.,.
8348,CONJ,.
8349,ADP,.
8350,NOUN,.
8351,DET,.
8352,DET,.
8353,ADP,.
8354,CONJ,.
8355,DET,.
8356,DET,.
8357,PRON,.
8358,DET,.
8359,PRON,.
8360,ADP,.
8361,ADV,.
8362,NOUN,.
8363,DET,.
8364,ADV,.
8365,ADP,.
8366,ADP,.
8367,DET,.
8368,PRON,.
8369,NUM,NUM
8370,CONJ,.
8371,PRON,.
8372,DET,.
8373,.,.
8374,DET,.
8375,ADJ,.
8376,ADP,.
8377,ADP,.
8378,NOUN,.
8379,PRON,.
8380,.,.
8381,DET,.
8382,DET,.
8383,DET,.
8384,DET,.
8385,.,.
8386,NUM,.
8387,.,.
8388,DET,.
8389,ADP,.
8390,DET,.
8391,ADP,.
8392,PRON,.
8393,NOUN,.
8394,PRON,.
8395,VERB,.
8396,CONJ,.
8397,ADJ,.
8398,DET,.
8399,NOUN,.
8400,ADP,.
8401,NOUN,.
8402,ADV,.
8403,NUM,.
8404,NOUN,.
8405,NOUN,.
8406,ADV,.
8407,ADJ,.
8408,DET,.
8409,CONJ,.
8410,ADP,.
8411,DET,.
8412,PRON,.
8413,.,.
8414,ADP,.
8415,PRON,.
8416,ADJ,.
8417,CONJ,.
8418,ADP,.
8419,DET,.
8420,.,.
8421,PRT,.
8422,CONJ,.
8423,VERB,.
8424,PRON,.
8425,CONJ,.
8426,ADV,.
8427,ADP,.
8428,ADP,.
8429,NOUN,.
8430,VERB,.
8431,ADJ,NOUN
8432,DET,.
8433,NOUN,.
8434,ADP,.
8435,PRON,.
8436,NOUN,.
8437,CONJ,.
8438,DET,.
8439,.,.
8440,ADV,.
8441,NOUN,.
8442,PRON,.
8443,.,.
8444,NOUN,.
8445,DET,.
8446,NOUN,.
8447,DET,.
8448,ADV,.
8449,ADP,.
8450,DET,.
8451,PRON,.
8452,VERB,.
8453,DET,.
8454,NOUN,.
8455,ADP,.
8456,DET,.
8457,NUM,.
8458,DET,.
8459,DET,.
8460,DET,.
8461,NOUN,.
8462,PRON,.
8463,DET,.
8464,NOUN,.
8465,ADV,.
8466,VERB,.
8467,ADV,.
8468,.,.
8469,CONJ,.
8470,DET,.
8471,DET,.
8472,VERB,.
8473,NOUN,.
8474,.,.
8475,PRT,.
8476,NOUN,.
8477,PRON,.
8478,ADP,.
8479,PRON,.
8480,NOUN,.
8481,ADJ,.
8482,ADV,.
8483,ADP,.
8484,ADV,.
8485,CONJ,.
8486,NOUN,.
8487,DET,.
8488,ADV,.
8489,PRON,.
8490,PRT,.
8491,DET,.
8492,PRT,.
8493,PRON,.
8494,ADP,.
8495,DET,.
8496,ADJ,.
8497,PRT,.
8498,PRON,.
8499,DET,.
8500,PRT,.
8501,NOUN,.
8502,DET,.
8503,NOUN,.
8504,VERB,.
8505,ADP,.
8506,DET,.
8507,DET,.
8508,DET,.
8509,ADV,.
8510,VERB,.
8511,DET,.
8512,NOUN,.
8513,DET,.
8514,VERB,.
8515,NOUN,.
8516,ADP,.
8517,PRON,.
8518,VERB,.
8519,DET,.
8520,ADV,.
8521,PRON,.
8522,DET,.
8523,ADJ,.
8524,ADP,.
8525,ADP,.
8526,PRON,.
8527,VERB,.
8528,.,.
8529,.,.
8530,DET,.
8531,DET,.
8532,DET,.
8533,ADV,.
8534,DET,.
8535,NUM,.
8536,DET,.
8537,PRON,.
8538,PRON,.
8539,NOUN,.
8540,VERB,NOUN
8541,PRON,.
8542,.,.
8543,ADV,.
8544,ADP,.
8545,NOUN,.
8546,NOUN,.
8547,DET,.
8548,ADP,.
8549,PRON,.
8550,.,.
8551,NOUN,.
8552,VERB,.
8553,ADV,.
8554,ADJ,.
8555,DET,.
8556,ADP,.
8557,VERB,.
8558,VERB,.
8559,ADP,.
8560,DET,.
8561,CONJ,.
8562,DET,.
8563,DET,.
8564,.,.
8565,.,.
8566,ADV,.
8567,NOUN,.
8568,NOUN,.
8569,DET,.
8570,ADV,.
8571,ADJ,.
8572,CONJ,.
8573,NOUN,.
8574,.,.
8575,PRT,.
8576,VERB,.
8577,NOUN,.
8578,PRT,.
8579,DET,.
8580,PRON,.
8581,DET,.
8582,.,.
8583,ADJ,.
8584,CONJ,.
8585,PRON,.
8586,PRON,.
8587,CONJ,.
8588,DET,.
8589,ADJ,.
8590,PRON,.
8591,CONJ,NOUN
8592,ADP,.
8593,PRON,.
8594,DET,.
8595,DET,.
8596,VERB,.
8597,ADV,.
8598,.,.
8599,NOUN,.
8600,.,.
8601,ADP,.
8602,.,.
8603,CONJ,.
8604,PRON,.
8605,ADP,.
8606,PRON,.
8607,DET,.
8608,VERB,.
8609,CONJ,.
8610,.,.
8611,DET,.
8612,ADP,.
8613,ADJ,.
8614,NOUN,.
8615,DET,.
8616,PRON,.
8617,ADP,.
8618,NOUN,.
8619,NUM,.
8620,ADV,.
8621,PRON,.
8622,DET,.
8623,NOUN,.
8624,.,.
8625,CONJ,.
8626,NOUN,.
8627,.,.
8628,NOUN,.
8629,DET,.
8630,X,.
8631,.,.
8632,NOUN,.
8633,ADP,.
8634,ADP,.
8635,DET,.
8636,NOUN,.
8637,DET,.
8638,NOUN,.
8639,DET,.
8640,ADP,.
8641,ADJ,.
8642,PRT,.
8643,ADP,.
8644,PRT,.
8645,DET,.
8646,NOUN,.
8647,PRON,.
8648,CONJ,.
8649,NOUN,.
8650,.,.
8651,ADP,.
8652,PRON,.
8653,DET,.
8654,ADV,.
8655,ADP,.
8656,ADP,.
8657,DET,.
8658,ADJ,.
8659,DET,.
8660,CONJ,.
8661,PRON,.
8662,PRON,.
8663,PRON,.
8664,ADP,.
8665,PRON,.
8666,DET,.
8667,ADP,.
8668,PRON,.
8669,ADV,.
8670,.,.
8671,VERB,NOUN
8672,CONJ,.
8673,NOUN,.
8674,DET,.
8675,DET,.
8676,NUM,.
8677,PRON,.
8678,ADV,.
8679,DET,.
8680,VERB,.
8681,CONJ,.
8682,DET,.
8683,ADJ,.
8684,NOUN,.
8685,VERB,.
8686,.,.
8687,PRT,.
8688,PRON,.
8689,.,.
8690,NOUN,.
8691,VERB,.
8692,DET,.
8693,NOUN,NOUN
8694,DET,.
8695,PRON,.
8696,PRON,.
8697,DET,.
8698,DET,.
8699,NOUN,.
8700,PRT,.
8701,DET,.
8702,.,.
8703,.,.
8704,.,.
8705,DET,.
8706,NOUN,.
8707,CONJ,.
8708,NUM,.
8709,DET,.
8710,.,.
8711,ADJ,.
8712,NOUN,.
8713,DET,.
8714,DET,.
8715,DET,.
8716,NOUN,.
8717,ADP,.
8718,ADV,.
8719,CONJ,.
8720,.,.
8721,DET,.
8722,.,.
8723,DET,.
8724,ADV,.
8725,PRON,.
8726,.,.
8727,ADV,.
8728,ADV,.
8729,VERB,.
8730,PRON,.
8731,.,.
8732,NOUN,.
8733,.,.
8734,ADV,.
8735,DET,.
8736,PRON,.
8737,ADJ,.
8738,DET,.
8739,DET,.
8740,PRT,.
8741,VERB,.
8742,NOUN,.
8743,VERB,.
8744,ADV,.
8745,ADV,.
8746,ADV,.
8747,DET,.
8748,PRON,.
8749,NOUN,.
8750,ADV,.
8751,ADV,.
8752,DET,.
8753,ADP,.
8754,.,.
8755,PRON,.
8756,DET,.
8757,ADP,.
8758,NOUN,.
8759,ADP,.
8760,ADV,.
8761,PRON,.
8762,NOUN,.
8763,DET,.
8764,.,.
8765,DET,.
8766,PRON,.
8767,DET,.
8768,NOUN,.
8769,.,.
8770,PRON,.
8771,ADV,.
8772,PRT,.
8773,ADP,.
8774,ADV,.
8775,CONJ,.
8776,DET,.
8777,ADP,.
8778,ADV,.
8779,CONJ,.
8780,ADJ,.
8781,ADV,.
8782,PRON,.
8783,NOUN,.
8784,.,.
8785,NOUN,.
8786,ADJ,.
8787,ADP,.
8788,PRON,.
8789,ADV,.
8790,NOUN,.
8791,ADJ,.
8792,ADP,.
8793,ADP,.
8794,ADP,.
8795,PRT,.
8796,DET,.
8797,PRON,.
8798,ADP,.
8799,ADV,.
8800,DET,.
8801,ADV,.
8802,ADP,.
8803,DET,.
8804,ADP,.
8805,NOUN,.
8806,NOUN,.
8807,ADV,.
8808,ADV,.
8809,DET,.
8810,.,.
8811,DET,.
8812,ADP,.
8813,PRT,.
8814,NUM,.
8815,PRON,.
8816,DET,.
8817,DET,.
8818,ADP,.
8819,NOUN,.
8820,.,.
8821,DET,.
8822,DET,.
8823,.,.
8824,NOUN,.
8825,NUM,.
8826,.,.
8827,VERB,.
8828,VERB,.
8829,.,.
8830,ADP,.
8831,DET,.
8832,ADJ,.
8833,ADP,.
8834,PRT,.
8835,PRON,.
8836,DET,.
8837,NOUN,NOUN
8838,DET,.
8839,NOUN,.
8840,NUM,NOUN
8841,CONJ,.
8842,VERB,.
8843,ADP,.
8844,PRT,.
8845,NOUN,.
8846,ADP,.
8847,ADV,.
8848,NOUN,NOUN
8849,ADP,.
8850,.,.
8851,PRT,.
8852,CONJ,.
8853,ADV,.
8854,ADJ,.
8855,NOUN,NOUN
8856,PRON,.
8857,NUM,.
8858,.,.
8859,ADV,.
8860,DET,.
8861,DET,.
8862,PRT,.
8863,PRON,.
8864,DET,.
8865,ADJ,.
8866,PRON,.
8867,ADP,.
8868,ADV,.
8869,ADP,.
8870,DET,.
8871,ADP,.
8872,ADP,.
8873,DET,.
8874,CONJ,.
8875,ADJ,.
8876,NOUN,.
8877,PRT,.
8878,CONJ,.
8879,NOUN,NUM
8880,ADV,.
8881,CONJ,.
8882,DET,.
8883,DET,.
8884,PRON,.
8885,DET,.
8886,DET,.
8887,DET,.
8888,PRON,.
8889,PRON,.
8890,VERB,.
8891,ADP,.
8892,PRT,.
8893,DET,.
8894,PRON,.
8895,VERB,.
8896,DET,.
8897,ADP,.
8898,ADP,.
8899,ADP,.
8900,ADP,.
8901,CONJ,.
8902,PRON,.
8903,NOUN,.
8904,VERB,.
8905,DET,.
8906,PRT,.
8907,NOUN,.
8908,PRON,.
8909,DET,.
8910,ADJ,.
8911,PRON,.
8912,PRT,.
8913,PRON,.
8914,ADP,.
8915,NOUN,.
8916,ADP,.
8917,.,.
8918,NOUN,.
8919,CONJ,.
8920,DET,.
8921,ADP,.
8922,DET,.
8923,PRT,.
8924,DET,.
8925,NOUN,.
8926,ADV,.
8927,DET,.
8928,ADV,.
8929,PRON,.
8930,DET,.
8931,.,.
8932,DET,.
8933,DET,.
8934,PRT,.
8935,ADP,.
8936,NOUN,.
8937,CONJ,.
8938,.,.
8939,ADP,.
8940,VERB,.
8941,ADV,.
8942,ADJ,.
8943,NOUN,.
8944,ADV,.
8945,DET,.
8946,PRON,.
8947,PRT,.
8948,CONJ,.
8949,PRON,.
8950,NOUN,.
8951,PRON,.
8952,ADP,.
8953,PRON,.
8954,ADP,.
8955,NOUN,.
8956,NOUN,.
8957,ADP,.
8958,DET,.
8959,PRT,.
8960,NOUN,.
8961,ADP,.
8962,ADP,.
8963,DET,.
8964,PRON,.
8965,NOUN,.
8966,PRON,.
8967,ADV,.
8968,NOUN,.
8969,ADP,.
8970,NOUN,.
8971,DET,.
8972,DET,.
8973,CONJ,.
8974,DET,.
8975,CONJ,.
8976,PRON,.
8977,ADP,.
8978,CONJ,.
8979,PRON,.
8980,PRT,.
8981,CONJ,.
8982,NOUN,.
8983,NOUN,.
8984,DET,.
8985,NOUN,.
8986,NOUN,.
8987,DET,.
8988,PRON,.
8989,ADV,.
8990,PRON,.
8991,.,.
8992,NOUN,.
8993,DET,.
8994,.,.
8995,ADP,.
8996,.,.
8997,NOUN,NOUN
8998,.,.
8999,DET,.
9000,DET,.
9001,PRON,.
9002,NOUN,.
9003,NOUN,.
9004,NOUN,.
9005,PRT,.
9006,PRON,.
9007,CONJ,.
9008,ADV,.
9009,ADV,.
9010,DET,.
9011,DET,.
9012,ADV,.
9013,NOUN,.
9014,VERB,.
9015,PRON,.
9016,DET,.
9017,PRON,.
9018,DET,.
9019,PRON,.
9020,DET,.
9021,ADP,.
9022,CONJ,.
9023,PRON,.
9024,NOUN,VERB
9025,DET,.
9026,ADP,.
9027,DET,.
9028,PRON,.
9029,PRON,.
9030,DET,.
9031,PRON,.
9032,PRON,.
9033,DET,.
9034,DET,.
9035,NOUN,.
9036,DET,NOUN
9037,PRT,.
9038,ADV,.
9039,DET,.
9040,DET,.
9041,ADP,.
9042,DET,.
9043,NOUN,.
9044,ADP,.
9045,DET,.
9046,PRON,.
9047,PRON,.
9048,.,.
9049,NOUN,.
9050,PRON,.
9051,.,.
9052,NOUN,.
9053,PRON,.
9054,NUM,NUM
9055,ADP,.
9056,ADP,.
9057,PRON,.
9058,.,.
9059,PRON,.
9060,ADJ,.
9061,NOUN,.
9062,PRON,.
9063,DET,.
9064,VERB,.
9065,.,.
9066,DET,.
9067,PRON,.
9068,DET,.
9069,ADV,.
9070,ADV,.
9071,NOUN,.
9072,ADJ,.
9073,ADV,.
9074,VERB,.
9075,NOUN,.
9076,NOUN,.
9077,ADJ,.
9078,.,.
9079,NUM,.
9080,ADV,.
9081,PRON,.
9082,.,.
9083,DET,.
9084,PRON,.
9085,PRON,.
9086,X,.
9087,DET,.
9088,NOUN,.
9089,DET,.
9090,PRON,.
9091,DET,.
9092,PRON,.
9093,PRON,.
9094,PRON,.
9095,NOUN,.
9096,DET,.
9097,ADP,.
9098,ADP,.
9099,ADP,.
9100,PRON,.
9101,.,.
9102,.,.
9103,ADV,.
9104,NOUN,.
9105,NOUN,.
9106,ADP,.
9107,ADP,.
9108,PRON,.
9109,ADP,.
9110,ADP,.
9111,PRON,.
9112,ADV,.
9113,NOUN,.
9114,NOUN,.
9115,DET,.
9116,CONJ,.
9117,DET,.
9118,.,.
9119,DET,.
9120,NOUN,.
9121,PRON,.
9122,CONJ,.
9123,ADJ,.
9124,NOUN,.
9125,ADP,.
9126,ADJ,.
9127,DET,.
9128,NUM,.
9129,DET,.
9130,NUM,.
9131,ADP,.
9132,PRT,.
9133,DET,.
9134,.,.
9135,ADP,.
9136,ADP,.
9137,PRON,.
9138,PRON,.
9139,CONJ,.
9140,ADJ,.
9141,.,.
9142,PRON,.
9143,PRT,.
9144,.,.
9145,NUM,.
9146,DET,.
9147,DET,.
9148,ADP,.
9149,VERB,.
9150,PRON,.
9151,DET,.
9152,ADP,.
9153,ADP,.
9154,PRON,.
9155,PRON,.
9156,PRON,.
9157,DET,.
9158,DET,.
9159,ADJ,NOUN
9160,DET,.
9161,PRON,.
9162,DET,.
9163,NOUN,.
9164,CONJ,.
9165,VERB,.
9166,NOUN,.
9167,ADV,.
9168,ADV,.
9169,NOUN,.
9170,.,.
9171,.,.
9172,DET,.
9173,PRON,.
9174,NUM,.
9175,DET,.
9176,.,.
9177,ADV,.
9178,.,.
9179,PRON,.
9180,.,.
9181,PRON,.
9182,DET,.
9183,PRON,.
9184,.,.
9185,PRON,.
9186,PRT,.
9187,ADJ,.
9188,ADP,.
9189,DET,.
9190,.,.
9191,VERB,.
9192,NOUN,.
9193,ADP,.
9194,NOUN,.
9195,DET,.
9196,PRON,.
9197,NOUN,.
9198,NOUN,.
9199,ADP,.
9200,DET,.
9201,DET,.
9202,.,.
9203,PRON,.
9204,PRON,.
9205,PRON,.
9206,ADP,.
9207,PRON,.
9208,ADP,.
9209,PRON,.
9210,NOUN,.
9211,NOUN,.
9212,NOUN,.
9213,CONJ,.
9214,.,.
9215,PRON,.
9216,.,.
9217,ADV,.
9218,ADP,.
9219,PRON,.
9220,CONJ,.
9221,ADP,.
9222,ADV,.
9223,PRON,.
9224,ADV,.
9225,DET,.
9226,VERB,NOUN
9227,PRT,.
9228,PRON,.
9229,DET,.
9230,DET,.
9231,NOUN,.
9232,DET,.
9233,ADV,.
9234,ADV,.
9235,PRON,.
9236,CONJ,.
9237,PRON,.
9238,NUM,.
9239,PRON,.
9240,PRON,.
9241,DET,.
9242,NUM,.
9243,.,.
9244,NOUN,.
9245,.,.
9246,PRON,.
9247,PRT,.
9248,ADP,.
9249,ADP,.
9250,.,.
9251,ADV,.
9252,ADJ,.
9253,PRON,.
9254,PRON,.
9255,.,.
9256,NOUN,.
9257,.,.
9258,PRON,.
9259,ADV,.
9260,PRON,.
9261,.,.
9262,DET,.
9263,PRON,.
9264,PRON,.
9265,DET,.
9266,ADV,.
9267,PRON,.
9268,CONJ,.
9269,.,.
9270,DET,.
9271,DET,.
9272,NOUN,.
9273,DET,.
9274,ADJ,.
9275,PRON,.
9276,VERB,NOUN
9277,DET,.
9278,VERB,.
9279,ADP,.
9280,NOUN,.
9281,NOUN,.
9282,.,.
9283,PRON,.
9284,PRON,.
9285,NOUN,.
9286,.,.
9287,ADP,.
9288,DET,.
9289,PRT,.
9290,PRON,.
9291,.,.
9292,.,.
9293,.,.
9294,DET,.
9295,NOUN,.
9296,PRON,.
9297,ADP,.
9298,ADP,.
9299,NOUN,.
9300,NOUN,.
9301,NOUN,.
9302,PRON,.
9303,NOUN,.
9304,ADP,.
9305,NOUN,.
9306,DET,.
9307,ADP,.
9308,ADP,.
9309,NOUN,.
9310,ADP,.
9311,PRON,.
9312,NOUN,.
9313,NOUN,.
9314,CONJ,.
9315,VERB,.
9316,ADV,.
9317,PRON,.
9318,ADP,.
9319,DET,.
9320,ADV,.
9321,ADP,.
9322,DET,.
9323,PRON,.
9324,.,.
9325,DET,.
9326,DET,.
9327,DET,.
9328,DET,.
9329,PRON,.
9330,DET,.
9331,ADJ,.
9332,NOUN,.
9333,NOUN,NOUN
9334,DET,.
9335,ADV,.
9336,PRON,.
9337,NUM,.
9338,DET,.
9339,CONJ,.
9340,PRON,.
9341,DET,.
9342,NOUN,.
9343,ADP,.
9344,NOUN,.
9345,PRON,.
9346,NOUN,.
9347,PRON,.
9348,ADP,.
9349,ADP,.
9350,VERB,.
9351,PRON,.
9352,ADV,.
9353,DET,.
9354,.,.
9355,VERB,NOUN
9356,DET,.
9357,DET,.
9358,PRT,.
9359,.,.
9360,.,.
9361,CONJ,.
9362,PRON,.
9363,DET,.
9364,ADP,.
9365,PRON,.
9366,ADP,.
9367,DET,.
9368,ADV,.
9369,ADP,.
9370,NOUN,.
9371,PRON,.
9372,ADV,.
9373,PRT,.
9374,DET,.
9375,PRON,.
9376,DET,.
9377,CONJ,.
9378,ADP,.
9379,DET,.
9380,DET,.
9381,PRON,.
9382,ADP,.
9383,ADP,.
9384,NOUN,.
9385,NUM,.
9386,ADP,.
9387,.,.
9388,DET,.
9389,ADP,.
9390,ADP,.
9391,PRON,.
9392,ADV,.
9393,VERB,.
9394,.,.
9395,PRON,.
9396,PRON,.
9397,ADP,.
9398,.,.
9399,DET,.
9400,DET,.
9401,ADJ,.
9402,DET,.
9403,DET,.
9404,PRT,.
9405,NOUN,.
9406,VERB,.
9407,PRON,.
9408,ADV,.
9409,ADV,.
9410,ADJ,.
9411,CONJ,.
9412,ADP,.
9413,CONJ,.
9414,ADV,.
9415,PRON,.
9416,CONJ,.
9417,.,.
9418,.,.
9419,ADP,.
9420,PRON,.
9421,NOUN,.
9422,.,.
9423,.,.
9424,DET,.
9425,DET,.
9426,PRON,.
9427,PRON,.
9428,DET,.
9429,.,.
9430,.,.
9431,DET,.
9432,ADV,.
9433,ADV,.
9434,ADP,.
9435,.,.
9436,ADV,.
9437,PRON,.
9438,DET,.
9439,DET,.
9440,NOUN,.
9441,NUM,.
9442,PRON,.
9443,ADJ,NOUN
9444,DET,.
9445,ADP,.
9446,PRON,.
9447,DET,.
9448,.,.
9449,DET,.
9450,PRON,.
9451,DET,.
9452,VERB,.
9453,DET,.
9454,PRON,.
9455,DET,.
9456,DET,.
9457,ADP,.
9458,NOUN,VERB
9459,ADP,.
9460,CONJ,.
9461,CONJ,.
9462,ADV,.
9463,PRT,.
9464,NOUN,.
9465,NOUN,.
9466,ADP,.
9467,DET,.
9468,.,.
9469,VERB,.
9470,NOUN,.
9471,DET,.
9472,PRON,.
9473,PRON,.
9474,PRON,.
9475,ADJ,.
9476,DET,.
9477,.,.
9478,DET,.
9479,DET,.
9480,NOUN,.
9481,NOUN,.
9482,DET,.
9483,ADV,.
9484,DET,.
9485,PRON,.
